grade_id,student_id,course_code,assignment1,assignment2,assignment3,midterm,final_exam,total_score,grade_letter,gpa,semester,recorded_date
1695,UJ2024950,EKN224,80.43,73.55,72.62,95.25,83.02,82.71,A,4.0,2024-1,2026-01-12
1696,UJ2024951,FAC2601,64.43,50.39,89.18,76.36,88.38,76.2,A,4.0,2024-1,2026-01-12
1697,UJ2024951,ARC2611,71.54,66.6,82.44,81.88,78.65,77.15,A,4.0,2024-1,2026-01-12
1698,UJ2024951,INF1511,53.02,52.75,64.68,52.73,80.85,63.0,C+,2.5,2024-1,2026-01-12
1699,UJ2024953,MAT2681,57.54,64.45,75.67,78.9,57.16,66.52,B,3.0,2024-1,2026-01-12
1700,UJ2024953,EKN224,67.07,95.61,88.36,57.26,78.72,75.59,A,4.0,2024-1,2026-01-12
1701,UJ2024954,MAT1581,69.91,99.63,75.41,96.19,88.24,87.26,A,4.0,2024-1,2026-01-12
1702,UJ2024956,SOC1501,90.21,78.53,60.11,58.13,64.97,68.35,B,3.0,2024-1,2026-01-12
1703,UJ2024956,LAW2611,64.28,71.78,86.03,51.29,95.04,74.65,B+,3.5,2024-1,2026-01-12
1704,UJ2024956,ARC2611,60.45,73.87,67.82,73.12,67.14,68.74,B,3.0,2024-1,2026-01-12
1705,UJ2024958,APM1513,66.75,59.1,97.87,94.84,92.19,84.92,A,4.0,2024-1,2026-01-12
1706,UJ2024958,ART2611,86.53,86.3,59.39,80.67,87.57,81.27,A,4.0,2024-1,2026-01-12
1707,UJ2024958,CHE1511,84.67,60.13,75.79,62.82,69.93,69.77,B,3.0,2024-1,2026-01-12
1708,UJ2024959,EKN224,66.55,70.01,75.65,67.87,96.55,77.76,A,4.0,2024-1,2026-01-12
1709,UJ2024959,COS2611,61.0,65.95,77.6,80.26,86.63,76.74,A,4.0,2024-1,2026-01-12
1710,UJ2024960,COS2611,93.65,84.26,59.09,68.04,96.62,81.55,A,4.0,2024-1,2026-01-12
1711,UJ2024960,ARC2611,74.71,60.22,74.25,79.01,74.4,73.45,B+,3.5,2024-1,2026-01-12
1712,UJ2024960,BIO2611,98.03,52.3,70.52,82.06,88.29,80.13,A,4.0,2024-1,2026-01-12
1713,UJ2024961,COS1511,53.07,71.31,71.09,68.87,80.49,70.69,B+,3.5,2024-1,2026-01-12
1714,UJ2024961,BIO1511,62.01,95.08,95.31,51.03,80.09,74.64,B+,3.5,2024-1,2026-01-12
1715,UJ2024961,MNB1501,96.74,69.67,88.47,62.3,56.9,70.88,B+,3.5,2024-1,2026-01-12
1716,UJ2024962,CHE1511,90.12,76.71,62.35,51.41,75.49,69.88,B,3.0,2024-1,2026-01-12
1717,UJ2024962,MAT2681,83.8,70.98,57.7,78.4,71.21,72.83,B+,3.5,2024-1,2026-01-12
1718,UJ2024963,ART1511,52.0,51.7,56.19,51.86,99.3,66.74,B,3.0,2024-1,2026-01-12
1719,UJ2024963,MAT2681,84.48,66.18,51.2,55.61,74.97,66.67,B,3.0,2024-1,2026-01-12
1720,UJ2024964,SOC2601,67.3,62.16,86.03,63.27,85.0,73.64,B+,3.5,2024-1,2026-01-12
1721,UJ2024964,BIO1511,93.55,56.46,83.91,91.77,99.21,87.79,A,4.0,2024-1,2026-01-12
1722,UJ2024965,BIO1511,99.01,92.19,76.61,73.9,63.66,77.74,A,4.0,2024-1,2026-01-12
1723,UJ2024965,FAC2601,95.26,58.03,84.19,51.47,75.83,71.24,B+,3.5,2024-1,2026-01-12
1724,UJ2024965,LAW2611,88.13,77.84,64.24,89.75,56.71,73.98,B+,3.5,2024-1,2026-01-12
1725,UJ2024965,APM2611,51.27,88.06,75.52,69.51,53.28,65.59,B,3.0,2024-1,2026-01-12
1726,UJ2024965,INF1511,80.62,84.23,80.71,79.57,58.72,74.34,B+,3.5,2024-1,2026-01-12
1727,UJ2024966,MNB1501,99.98,65.92,57.17,84.91,72.64,76.48,A,4.0,2024-1,2026-01-12
1728,UJ2024966,PLS1501,83.45,67.19,75.85,93.27,62.75,76.12,A,4.0,2024-1,2026-01-12
1729,UJ2024967,INF1511,60.81,62.53,59.31,66.98,51.43,59.57,C,2.0,2024-1,2026-01-12
1730,UJ2024967,COS1511,78.96,56.34,53.24,75.66,60.24,65.27,B,3.0,2024-1,2026-01-12
1731,UJ2024967,EKN114,91.37,65.45,57.6,91.59,72.33,76.76,A,4.0,2024-1,2026-01-12
1732,UJ2024968,ENG2611,84.97,52.61,88.31,97.25,74.7,80.61,A,4.0,2024-1,2026-01-12
1733,UJ2024969,ART1511,99.71,90.88,88.22,51.14,97.97,84.0,A,4.0,2024-1,2026-01-12
1734,UJ2024969,MAT2681,79.52,54.85,85.82,58.94,57.77,65.09,B,3.0,2024-1,2026-01-12
1735,UJ2024970,ART2611,56.13,97.81,63.32,51.76,89.87,72.49,B+,3.5,2024-1,2026-01-12
1736,UJ2024972,MAT1581,76.11,58.02,74.11,84.21,92.73,80.11,A,4.0,2024-1,2026-01-12
1737,UJ2024972,APM2611,81.36,85.2,59.48,90.13,62.49,75.19,A,4.0,2024-1,2026-01-12
1738,UJ2024973,MAT1581,73.25,51.58,69.84,85.62,67.82,70.95,B+,3.5,2024-1,2026-01-12
1739,UJ2024973,LAW1511,98.75,64.49,91.28,76.09,91.03,84.51,A,4.0,2024-1,2026-01-12
1740,UJ2024973,APM2611,84.73,97.04,91.59,76.91,84.41,85.55,A,4.0,2024-1,2026-01-12
1741,UJ2024974,PLS1501,72.45,55.76,99.31,81.02,72.57,76.15,A,4.0,2024-1,2026-01-12
1742,UJ2024975,CHE1511,66.51,50.23,73.4,70.43,66.41,66.05,B,3.0,2024-1,2026-01-12
1743,UJ2024975,BIO1511,56.81,77.04,68.24,50.74,80.1,67.03,B,3.0,2024-1,2026-01-12
1744,UJ2024976,BIO1511,72.24,94.64,65.96,51.79,52.48,63.62,C+,2.5,2024-1,2026-01-12
1745,UJ2024976,PLS2601,94.42,91.66,98.43,78.94,94.71,90.82,A,4.0,2024-1,2026-01-12
1746,UJ2024977,MAT2681,86.26,68.6,82.53,89.91,99.23,87.85,A,4.0,2024-1,2026-01-12
1747,UJ2024977,FAC1502,95.1,98.74,61.82,90.53,92.72,88.8,A,4.0,2024-1,2026-01-12
1748,UJ2024978,SOC1501,63.52,80.06,56.38,80.98,80.93,74.52,B+,3.5,2024-1,2026-01-12
1749,UJ2024978,APM2611,64.25,54.65,90.35,75.92,53.5,66.42,B,3.0,2024-1,2026-01-12
1750,UJ2024978,BIO1511,76.05,73.56,52.15,76.1,81.24,73.66,B+,3.5,2024-1,2026-01-12
1751,UJ2024979,NUR2611,90.39,90.61,63.29,80.37,80.77,80.97,A,4.0,2024-1,2026-01-12
1752,UJ2024979,BIO1511,92.35,54.02,96.21,86.35,61.28,76.36,A,4.0,2024-1,2026-01-12
1753,UJ2024980,EKN114,57.33,91.31,89.04,95.24,78.29,82.95,A,4.0,2024-1,2026-01-12
1754,UJ2024981,ARC2611,67.18,82.41,80.45,67.55,59.51,69.25,B,3.0,2024-1,2026-01-12
1755,UJ2024981,MAT2681,86.43,58.89,92.7,70.74,81.83,77.94,A,4.0,2024-1,2026-01-12
1756,UJ2024982,ENG1511,80.2,93.92,56.84,96.08,68.93,79.34,A,4.0,2024-1,2026-01-12
1757,UJ2024982,MAT2681,96.31,52.56,65.69,56.55,73.44,68.35,B,3.0,2024-1,2026-01-12
1758,UJ2024983,MAT2681,97.81,96.92,84.45,94.77,90.9,92.84,A,4.0,2024-1,2026-01-12
1759,UJ2024983,MAT1581,73.75,77.36,92.3,62.61,62.23,70.83,B+,3.5,2024-1,2026-01-12
1760,UJ2024983,SOC2601,66.02,50.4,92.28,60.69,51.64,61.97,C+,2.5,2024-1,2026-01-12
1761,UJ2024984,CHE1511,61.62,60.8,80.84,56.33,70.87,65.83,B,3.0,2024-1,2026-01-12
1762,UJ2024984,ARC1511,65.72,88.02,87.32,82.04,67.28,76.85,A,4.0,2024-1,2026-01-12
1763,UJ2024984,LAW2611,60.59,52.51,78.07,55.42,77.54,65.79,B,3.0,2024-1,2026-01-12
1764,UJ2024985,LAW2611,59.01,96.5,92.85,88.48,97.94,88.76,A,4.0,2024-1,2026-01-12
1765,UJ2024986,PHY2611,58.15,72.74,83.9,97.38,50.42,71.69,B+,3.5,2024-1,2026-01-12
1766,UJ2024986,FAC2601,59.71,63.15,64.08,86.06,99.98,79.55,A,4.0,2024-1,2026-01-12
1767,UJ2024986,LAW2611,53.46,57.87,54.61,74.88,64.61,62.99,C+,2.5,2024-1,2026-01-12
1768,UJ2024986,APM2611,70.27,69.69,65.52,79.15,72.66,72.41,B+,3.5,2024-1,2026-01-12
1769,UJ2024987,PLS2601,71.83,63.17,88.48,96.53,93.98,85.85,A,4.0,2024-1,2026-01-12
1770,UJ2024987,PHY2611,51.32,70.6,63.41,71.42,57.2,62.81,C+,2.5,2024-1,2026-01-12
1771,UJ2024988,COS2611,62.88,79.45,56.52,58.53,57.52,61.72,C+,2.5,2024-1,2026-01-12
1772,UJ2024988,INF1511,86.77,62.81,55.92,70.95,63.79,67.7,B,3.0,2024-1,2026-01-12
1773,UJ2024989,PHY2611,77.11,82.05,75.52,86.67,90.28,83.95,A,4.0,2024-1,2026-01-12
1774,UJ2024989,LAW2611,77.41,80.01,94.44,78.59,61.35,75.83,A,4.0,2024-1,2026-01-12
1775,UJ2024989,CHE2611,88.25,85.12,74.88,98.85,77.36,85.16,A,4.0,2024-1,2026-01-12
1776,UJ2024990,APM2611,59.93,81.29,66.49,54.76,92.63,72.64,B+,3.5,2024-1,2026-01-12
1777,UJ2024992,LAW2611,71.07,59.55,82.63,61.34,67.3,67.51,B,3.0,2024-1,2026-01-12
1778,UJ2024993,ART1511,97.61,87.2,69.87,78.73,62.67,76.69,A,4.0,2024-1,2026-01-12
1779,UJ2024994,LAW2611,68.59,80.5,88.97,72.27,78.04,77.19,A,4.0,2024-1,2026-01-12
1780,UJ2024994,INF2611,80.49,70.68,52.11,53.21,77.71,67.11,B,3.0,2024-1,2026-01-12
1781,UJ2024994,ENG1511,75.52,85.22,61.89,92.81,73.09,78.52,A,4.0,2024-1,2026-01-12
1782,UJ2024997,BIO2611,77.6,84.55,69.4,74.88,99.45,83.29,A,4.0,2024-1,2026-01-12
1783,UJ2024997,PLS1501,97.13,61.31,78.26,50.76,76.73,71.21,B+,3.5,2024-1,2026-01-12
1784,UJ2024997,LAW2611,83.56,69.36,68.71,57.7,93.99,75.87,A,4.0,2024-1,2026-01-12
1785,UJ2024998,EKN114,81.69,97.5,57.21,55.92,87.66,75.74,A,4.0,2024-1,2026-01-12
1786,UJ2024998,MNB1501,83.17,96.82,94.48,54.23,74.72,77.14,A,4.0,2024-1,2026-01-12
1787,UJ2024999,NUR2611,55.95,84.28,97.18,76.04,93.09,82.55,A,4.0,2024-1,2026-01-12
1788,UJ20241000,LAW2611,94.4,84.01,60.24,68.45,98.87,82.57,A,4.0,2024-1,2026-01-12
